,product,scenario_id,nudge_id,event_id,event_id_description,variable,nudge_title,nudge_description
37,agentOffering,offering,nudge_5055,EVT_15317,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""여러모로 쓸모 있는 신발<br>요즘 같은 때에 미리<br>구비해 볼까요?"",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Week15,TdayWeek15 #크록스
38,agentOffering,offering,nudge_4992,EVT_15145,"특정한 행동 패턴이 없고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""오늘은 흐린 날씨<br>미세먼지는 괜찮아요!"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""특정한 행동 패턴이 없고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_24,"#직장인,학생이외#5시~11시#평일#미세먼지좋음#흐림"
39,agentOffering,offering,nudge_5004,EVT_15282,"KBS 콩, SBS 고릴라, 팟빵 등 라디오 관련 어플이나 웹페이지 경험이 있고, 에이닷 라디오에 즐겨찾기를 등록했으며, 라디오를 자주 듣고, 에이닷에서 라디오를 청취한 이력이 있는 고객","{""titleTextPolite"":""느긋한 주말에 어울리는<br>잔잔한 라디오 시그널<br>어떤 채널을 들어볼까요?"",""contents"":""{{CARD_FAVORITE_RADIO}}"",""description"":""KBS 콩, SBS 고릴라, 팟빵 등 라디오 관련 어플이나 웹페이지 경험이 있고, 에이닷 라디오에 즐겨찾기를 등록했으며, 라디오를 자주 듣고, 에이닷에서 라디오를 청취한 이력이 있는 고객""}",radio_1,#라디오 #즐겨찾기
40,agentOffering,offering,nudge_5014,EVT_15298,"에이닷 내에서 뉴스 관련 청취 및 시청 이력이 있고, 네이버 뉴스, 연합뉴스, 조선일보 등 뉴스 관련 어플과 웹페이지 경험이 있는 고객","{""titleTextPolite"":""제22대 국회가 문을 열어요<br>이번에는 국회가 어떻게<br>구성될지 한번 볼까요?"",""contents"":""{{CARD_KEYWORD_YOUTUBE_운영_4}}"",""description"":""에이닷 내에서 뉴스 관련 청취 및 시청 이력이 있고, 네이버 뉴스, 연합뉴스, 조선일보 등 뉴스 관련 어플과 웹페이지 경험이 있는 고객""}",issue_4_사회,#시의성#사회#제22대 국회 임기 시작#10시~20시
41,agentOffering,offering,nudge_4978,EVT_15258,"현재 방학인 학생이고, 에이닷에서 미세먼지를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""나가기 전 확인<br>미세먼지 수치가 나쁘니<br>마스크를 꼭 챙겨요"",""contents"":""{{CARD_FINE_DUST}}"",""description"":""현재 방학인 학생이고, 에이닷에서 미세먼지를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_35,#미세먼지 나쁨 #초/중/고등학생 #방학기간
42,agentOffering,offering,nudge_4979,EVT_15260,"현재 방학인 학생이고, 에이닷에서 비가 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""오늘은 비가 올 거예요<br>우산 준비하세요"",""contents"":""{{CARD_HOURLY_WEATHER}}"",""description"":""현재 방학인 학생이고, 에이닷에서 비가 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_36,#비오는 날 #초/중/고등학생 #방학기간
43,agentOffering,offering,nudge_5004,EVT_15281,"KBS 콩, SBS 고릴라, 팟빵 등 라디오 관련 어플이나 웹페이지 경험이 있고, 에이닷 라디오에 즐겨찾기를 등록했으며, 라디오를 자주 듣고, 에이닷에서 라디오를 청취한 이력이 있는 고객","{""titleTextPolite"":""즐겨 듣는 라디오 채널이<br>있지 않나요?<br>좋아요를 누른 목록이에요"",""contents"":""{{CARD_FAVORITE_RADIO}}"",""description"":""KBS 콩, SBS 고릴라, 팟빵 등 라디오 관련 어플이나 웹페이지 경험이 있고, 에이닷 라디오에 즐겨찾기를 등록했으며, 라디오를 자주 듣고, 에이닷에서 라디오를 청취한 이력이 있는 고객""}",radio_1,#라디오 #즐겨찾기
44,agentOffering,offering,nudge_4946,EVT_15205,"에버랜드, 롯데월드 등 테마파크 관련 통화내역 및 tmap 기록이 있으며, 롯데백화점, 신세계백화점 등 백화점 관련 통화내역 및 tmap 기록이 있고, 이마트, 롯데마트 등 대형마트 관련 통화내역 및 tmap 기록이 있으며, 주말에 자주 방문하는 장소의 혼잡도가 궁금하고, 에이닷에 혼잡도 검색 기록이 있는 고객","{""titleTextPolite"":""오늘 약속이 있나요?<br>자주 방문하는 장소의<br>혼잡도를 알려줄게요"",""contents"":""{{CARD_FAVORITE_PLACE_CONGESTION}}"",""description"":""에버랜드, 롯데월드 등 테마파크 관련 통화내역 및 tmap 기록이 있으며, 롯데백화점, 신세계백화점 등 백화점 관련 통화내역 및 tmap 기록이 있고, 이마트, 롯데마트 등 대형마트 관련 통화내역 및 tmap 기록이 있으며, 주말에 자주 방문하는 장소의 혼잡도가 궁금하고, 에이닷에 혼잡도 검색 기록이 있는 고객""}",congestion_5,#자주 방문하는 장소 #장소 혼잡도 #토요일 당일 #INFO
45,agentOffering,offering,nudge_4987,EVT_15273,"특정한 행동 패턴이 없고, 에이닷에서 미세먼지를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""흐린 날씨에도<br>미세먼지는 괜찮아요<br>기분 좋은 하루 시작해요"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""특정한 행동 패턴이 없고, 에이닷에서 미세먼지를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_18,#5시~11시#주말#미세먼지좋음#흐림
46,agentOffering,offering,nudge_4988,EVT_15273,"특정한 행동 패턴이 없고, 에이닷에서 미세먼지를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""흐린 날씨에도<br>미세먼지는 괜찮아요<br>기분 좋은 하루 시작해요"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""특정한 행동 패턴이 없고, 에이닷에서 미세먼지를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_19,#미세먼지 나쁨 #기타
47,agentOffering,offering,nudge_5063,EVT_15325,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""오늘 점심은 간편하지만<br>맛있는 빵과 커피로<br>해결하는 건 어때요?"",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Day12,TdayDay12 #뚜레쥬르
48,agentOffering,offering,nudge_4961,EVT_15234,"네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 한 주의 날씨가 궁금하며, 주의보/경보가 발효된 지역의 고객","{""titleTextPolite"":""{{SEVERE_WEATHER}}{{SEVERE_WEATHER_STRESS_CODE}} 발령 중<br>바람이 세게 부는 날이에요<br>조심해서 이동하세요"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 한 주의 날씨가 궁금하며, 주의보/경보가 발효된 지역의 고객""}",weather_30,#날씨#강풍주의보/경보
49,agentOffering,offering,nudge_5036,EVT_15178,"에이닷 수면 분석을 사용하며, 지난밤 수면 분석을 받았고, 삼성 헬스, 인바디 같은 건강 관련 어플이나 웹페이지 경험이 있으며, tdeal의 수면 제품에 관심이 많은 고객","{""titleTextPolite"":""알지 못했던 명작부터<br>재미있는 장면들까지<br>영상 콘텐츠를 함께 봐요"",""contents"":""{{CARD_CHANNEL_YOUTUBE_LIST_운영_30}}"",""description"":""에이닷 수면 분석을 사용하며, 지난밤 수면 분석을 받았고, 삼성 헬스, 인바디 같은 건강 관련 어플이나 웹페이지 경험이 있으며, tdeal의 수면 제품에 관심이 많은 고객""}",sleep_15,#sleep #깊은 수면 부족 #숙면 영상 추천
50,agentOffering,offering,nudge_5053,EVT_15315,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""커피 한 잔의 여유와<br>케이크 한 조각의 달콤함이<br>필요한 기분 좋은 봄날"",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Week13,TdayWeek13 #투썸
51,agentOffering,offering,nudge_5071,EVT_15333,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""요즘 날씨가 좋지 않아요?<br>한 손에 간식거리 들고<br>기분 좋은 산책을 해봐요"",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Day41,TdayDay41 #명랑핫도그
52,agentOffering,offering,nudge_5027,EVT_15169,"FLO, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화 내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용해 본 고객","{""titleTextPolite"":""그냥 지나치기엔 아쉬운<br>특별한 음악을 준비했어요!"",""contents"":""{{CARD_CHANNEL_YOUTUBE_LIST_운영_26}}"",""description"":""FLO, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화 내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용해 본 고객""}",video_26,#유튜브채널 #FLO #foryou
53,agentOffering,offering,nudge_4964,EVT_15142,"tmap에서 세차, 자동차용품 관련 장소를 검색했고, 세차, 자동차용품 관련 전화 기록이 있으며, tdeal, 11번가 등에서 세차, 자동차용품 관련 검색을 했고, 자동차에 관심이 많은 고객","{""titleTextPolite"":""주말을 더 화사하게<br>놀러 가기 전 세차 어때요?"",""contents"":""{{CARD_CARWASH_INDEX}}"",""description"":""tmap에서 세차, 자동차용품 관련 장소를 검색했고, 세차, 자동차용품 관련 전화 기록이 있으며, tdeal, 11번가 등에서 세차, 자동차용품 관련 검색을 했고, 자동차에 관심이 많은 고객""}",weather_43,#날씨#세차지수 높음#30대이상#주말#오전
54,agentOffering,offering,nudge_4968,EVT_15241,"출퇴근 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 비가 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""오늘은 비 소식이 있어요<br>출근길 우산 꼭 챙겨가세요"",""contents"":""{{CARD_HOURLY_WEATHER}}"",""description"":""출퇴근 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 비가 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_3,#비오는 날 #직장인 #출근 전
55,agentOffering,offering,nudge_5000,EVT_15152,"업무 관련 통화가 많았고, 에이닷에서 통화 요약에 가입해 해당 기능을 사용했으며, 통화 요약이 생성된 고객","{""titleTextPolite"":""업무 통화를 모아봤어요<br>놓친 내용 없는지<br>한 번 더 확인해 보세요"",""contents"":""{{CARD_BUSINESS_CALLBRIEF_BANNER}}"",""description"":""업무 관련 통화가 많았고, 에이닷에서 통화 요약에 가입해 해당 기능을 사용했으며, 통화 요약이 생성된 고객""}",briefing_6,#업무 통화가 모인 날 #Info
56,agentOffering,offering,nudge_5037,EVT_15179,"에이닷 수면 분석을 사용하며, 지난밤 수면 분석을 받았고, 삼성 헬스, 인바디 같은 건강 관련 어플이나 웹페이지 경험이 있으며, tdeal의 수면 제품에 관심이 많은 고객","{""titleTextPolite"":""어젯밤에는 자주 깼어요<br>숙면에 도움 주는 영상으로<br>깊은 수면을 경험해 봐요"",""contents"":""{{CARD_KEYWORD_YOUTUBE_LIST_운영_12}}"",""description"":""에이닷 수면 분석을 사용하며, 지난밤 수면 분석을 받았고, 삼성 헬스, 인바디 같은 건강 관련 어플이나 웹페이지 경험이 있으며, tdeal의 수면 제품에 관심이 많은 고객""}",sleep_16,#sleep #자주 깸 #숙면 영상 추천
57,agentOffering,offering,nudge_4982,EVT_15265,"현재 방학인 학생이고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""오늘은 흐린 날씨<br>미세먼지는 괜찮아요"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""현재 방학인 학생이고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_39,#학생#방학#5시~11시#평일#미세먼지좋음#흐림
58,agentOffering,offering,nudge_5025,EVT_15167,"네이버 스포츠, 스포티비 나우, FMkorea 등 스포츠 관련 어플이나 웹페이지 경험이 있고, 스포윈 라이브스코어, 벳맨 등 스포츠 결과 및 분석 관련 어플이나 웹페이지 경험이 있으며, tdeal, 11번가에서 축구, 풋살 관련 제품에 관심이 있고, 축구 관련 통화내역이 있는 고객","{""titleTextPolite"":""스포츠와 예능의 만남<br>재미로 가득한 스포츠 소식을<br>확인해 보세요"",""contents"":""{{CARD_CHANNEL_YOUTUBE_LIST_운영_24}}"",""description"":""네이버 스포츠, 스포티비 나우, FMkorea 등 스포츠 관련 어플이나 웹페이지 경험이 있고, 스포윈 라이브스코어, 벳맨 등 스포츠 결과 및 분석 관련 어플이나 웹페이지 경험이 있으며, tdeal, 11번가에서 축구, 풋살 관련 제품에 관심이 있고, 축구 관련 통화내역이 있는 고객""}",video_24,#유튜브채널 #SPOiler #foryou
59,agentOffering,offering,nudge_5057,EVT_15319,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""이번 주에 필요한 거 있어?<br>컬리 할인 혜택 확인하고<br>빠짐없이 이용해요 "",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Week21,TdayWeek21
60,agentOffering,offering,nudge_4959,EVT_15230,"네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 한 주의 날씨가 궁금하며, 주의보/경보가 발효된 지역의 고객","{""titleTextPolite"":""더운 날씨<br>{{SEVERE_WEATHER}}{{SEVERE_WEATHER_STRESS_CODE}} 발령 중이에요"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 한 주의 날씨가 궁금하며, 주의보/경보가 발효된 지역의 고객""}",weather_28,#날씨#폭염주의보/경보
61,agentOffering,offering,nudge_4972,EVT_15249,"출퇴근 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""출근길 날은 흐리지만<br>미세먼지는 괜찮아요"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""출퇴근 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_6,#직장인#평일#5시~11시#출근길#미세먼지좋음#흐림
62,agentOffering,offering,nudge_4981,EVT_15263,"현재 방학인 학생이고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""날씨도 맑고<br>미세먼지도 괜찮아요<br>즐거운 하루 시작해요"",""contents"":""{{CARD_TODAY_WEATHER}}"",""description"":""현재 방학인 학생이고, 에이닷에서 날씨를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_38,#학생#방학#5시~11시#평일#미세먼지좋음#맑음
63,agentOffering,offering,nudge_5026,EVT_15168,"골프존, 카카오골프 등 골프 관련 어플이나 웹페이지 경험이 있고, 골프존 마켓, 카카오프렌즈 골프, tdeal 등에서 골프 관련 제품 쇼핑 경험이 있으며, tmap에서 골프 관련 장소를 찾은 적이 있고, 골프 관련 통화내역이 존재하며, 에이닷 미디어에서 골프 관련 영상을 시청한 적이 있는 고객","{""titleTextPolite"":""간단한 레슨과 특별한 경기로<br>골프를 경험해 보세요!"",""contents"":""{{CARD_CHANNEL_YOUTUBE_LIST_운영_25}}"",""description"":""골프존, 카카오골프 등 골프 관련 어플이나 웹페이지 경험이 있고, 골프존 마켓, 카카오프렌즈 골프, tdeal 등에서 골프 관련 제품 쇼핑 경험이 있으며, tmap에서 골프 관련 장소를 찾은 적이 있고, 골프 관련 통화내역이 존재하며, 에이닷 미디어에서 골프 관련 영상을 시청한 적이 있는 고객""}",video_25,#유튜브채널 #JTBC golf #foryou
64,agentOffering,offering,nudge_5016,EVT_15159,"네이버 스포츠, SPOTV NOW, FobMob 등 스포츠 관련 어플이나 웹페이지 경험이 있고, 스포츠와 관련된 게임을 이용한 내역이 있으며, 취미가 스포츠와 관련이 있으며, 응원하는 스포츠팀이 있는 고객","{""titleTextPolite"":""배구 여제 김연경이<br>여자배구 올스타전에서<br>국가대표 은퇴식을 가졌어요"",""contents"":""{{CARD_KEYWORD_YOUTUBE_운영_3}}"",""description"":""네이버 스포츠, SPOTV NOW, FobMob 등 스포츠 관련 어플이나 웹페이지 경험이 있고, 스포츠와 관련된 게임을 이용한 내역이 있으며, 취미가 스포츠와 관련이 있으며, 응원하는 스포츠팀이 있는 고객""}",issue_5_스포츠,#시의성#스포츠#배구#김연경#은퇴식
65,agentOffering,offering,nudge_5031,EVT_15173,"CGV, 롯데시네마, 메가박스 등 영화 예매 어플이나 웹페이지 경험이 있으며, 에이닷 미디어에서 장르 값(로맨스, 액션 등)이 설정된 영상과 드라마 등을 시청한 적이 있는 고객","{""titleTextPolite"":""알지 못했던 명작부터<br>재미있는 장면들까지<br>영상 콘텐츠를 함께 봐요"",""contents"":""{{CARD_CHANNEL_YOUTUBE_LIST_운영_30}}"",""description"":""CGV, 롯데시네마, 메가박스 등 영화 예매 어플이나 웹페이지 경험이 있으며, 에이닷 미디어에서 장르 값(로맨스, 액션 등)이 설정된 영상과 드라마 등을 시청한 적이 있는 고객""}",video_30,#유튜브채널 #지무비 #foryou
66,agentOffering,offering,nudge_5062,EVT_15324,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""오늘 개봉한 영화가 있어요<br>디즈니와 픽사의 믿음직한<br>작품을 빠르게 예매해 봐요"",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Day11,TdayDay11 #롯데시네마
67,agentOffering,offering,nudge_4967,EVT_15240,"출퇴근 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 미세먼지를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""나가기 전 확인<br>미세먼지 수치가 나쁘니<br>오늘은 마스크를 꼭 챙겨요"",""contents"":""{{CARD_FINE_DUST}}"",""description"":""출퇴근 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 미세먼지를 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_40,#미세먼지 나쁨 #직장인 #오전
68,agentOffering,offering,nudge_4989,EVT_15275,"특정한 행동 패턴이 없고, 에이닷에서 비가 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""오늘은 비 소식이 있어요<br>밖에 나갈 때<br>우산 챙기세요"",""contents"":""{{CARD_HOURLY_WEATHER}}"",""description"":""특정한 행동 패턴이 없고, 에이닷에서 비가 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_21,#비오는 날 #기타
69,agentOffering,offering,nudge_5064,EVT_15326,"T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객","{""titleTextPolite"":""열대야부터 폭염까지<br>요즘같이 더운 날엔<br>아이스크림이 최고예요"",""description"":""T 멤버십 사용자이고, 에이닷에서 T 멤버십 혜택을 이용하며, 티월드 모바일 APP, WEB, 혹은 티월드 온라인 경험이 있는 고객""}",tmembership_Day13,TdayDay13 #배스킨라빈스
70,agentOffering,offering,nudge_4975,EVT_15252,"등하교 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 눈이 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""학교 가기 전 체크<br>오늘 눈 올 예정입니다"",""contents"":""{{CARD_HOURLY_WEATHER}}"",""description"":""등하교 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 눈이 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_10,#눈오는 날 #초/중/고등학생 #등교길
71,agentOffering,offering,nudge_4934,EVT_15127,"출퇴근 패턴 혹은 규칙적인 행동을 보이며, tmap, 카카오T, UT(우티), 카카오맵 등 지도 관련 어플을 이용하고, tmap에서 교통 편의 관련 검색을 사용했으며, navigation/경로 정보가 필요한 고객","{""titleTextPolite"":""오늘도 회사 가는 날?<br>월요일 출근길은<br>혼잡하니 일찍 출발해요"",""contents"":""{{CARD_TMAP_OFFICE}}"",""description"":""출퇴근 패턴 혹은 규칙적인 행동을 보이며, tmap, 카카오T, UT(우티), 카카오맵 등 지도 관련 어플을 이용하고, tmap에서 교통 편의 관련 검색을 사용했으며, navigation/경로 정보가 필요한 고객""}",mobility_7,#모빌리티#모빌리티 패턴#회사#14세이상#월요일
72,agentOffering,offering,nudge_4970,EVT_15243,"출퇴근 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 눈이 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""출근 전에 체크<br>오늘 눈 올 예정입니다"",""contents"":""{{CARD_HOURLY_WEATHER}}"",""description"":""출퇴근 패턴 혹은 규칙적인 행동을 보이고, 에이닷에서 눈이 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_4,#눈오는 날 #직장인 #출근 전
73,agentOffering,offering,nudge_5044,EVT_15183,"FLO, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용한 적 있고, 선호하는 아티스트가 있는 고객","{""titleTextPolite"":""이건 꼭 들어봐야 해요<br>관심 있을 만한<br>아티스트를 모아봤어요"",""contents"":""{{CARD_ARTIST_MIX}}"",""description"":""FLO, 멜론, 스포티파이 등 음악 관련 어플이나 웹페이지 경험이 있고, 음악, 공연, 노래와 관련된 전화내역이 있으며, tmap에서 해당 관련 시설을 찾은 적이 있고, tdeal에서 스피커, 턴테이블 등 음향 기기에 관심이 있으며, 에이닷에서 뮤직 기능을 사용한 적 있고, 선호하는 아티스트가 있는 고객""}",music_1,#아티스트 믹스 추천#평일#저녁
74,agentOffering,offering,nudge_4985,EVT_15269,"에이닷에서 눈이 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객","{""titleTextPolite"":""오늘은 눈 오는 날<br>실내에서 따뜻하게<br>지내는 것도 좋아요"",""contents"":""{{CARD_HOURLY_WEATHER}}"",""description"":""에이닷에서 눈이 오는지 검색한 이력이 있으며, 네이버 날씨, 케이웨더 등 날씨 관련 어플이나 웹페이지 경험이 있고, 야외에 나가기 전 날씨 정보가 필요한 고객""}",weather_16,"#눈오는 날 #직장인, 학생 #주말"
75,agentOffering,offering,nudge_4950,EVT_15217,"여행지에 있고, 에이닷에서 음식점/카페 검색 이력이 있으며, 음식점/카페 관련 웹 검색을 했고, 에이닷 혼잡도 기록이 있으며, 근처 음식점/카페가 궁금할 것 같은 고객","{""titleTextPolite"":""디저트와 커피로<br>발렌타인 데이를<br>달콤하게 채워요"",""contents"":""{{CARD_RECOMMEND_RESTAURANT_04}}"",""description"":""여행지에 있고, 에이닷에서 음식점/카페 검색 이력이 있으며, 음식점/카페 관련 웹 검색을 했고, 에이닷 혼잡도 기록이 있으며, 근처 음식점/카페가 궁금할 것 같은 고객""}",restaurant_4,#음식점추천 #주말 #카페
